Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;COLMAR;87182014;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Avantage;17.5;92.0
TGV INOUI;CANNES;87757625;MONACO MONTE CARLO;87756403;2;Tarif Réglementé;12.2;12.2
TGV INOUI;ANGOULEME;87583005;LIBOURNE;87584052;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;STRASBOURG;87212027;PARIS NORD;87271007;2;Tarif Avantage;17.5;87.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;SELESTAT;87214056;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;LA ROCHE SUR FORON;87746305;NANTES;87481002;2;Tarif Avantage;17.5;92.0
TGV INOUI;DIJON VILLE;87713040;DOLE VILLE;87713412;2;Tarif Réglementé;12.2;12.2
TGV INOUI;ANNECY;87746008;SALLANCHES-COMBLOUX-MEGEVE;87746438;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;VALENCE VILLE;87761007;2;Tarif Avantage;17.5;87.0
TGV INOUI;NIMES;87775007;SELESTAT;87214056;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;LE CROISIC;87481788;GRENOBLE;87747006;2;Tarif Avantage;17.5;92.0
TGV INOUI;ANNEMASSE;87745497;BELLEGARDE GARE;87745000;2;Tarif Normal;4.1;12.3
TGV INOUI;ANTIBES;87757674;LES ARCS DRAGUIGNAN;87755447;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DIJON VILLE;87713040;EVREUX  NORMANDIE;87387001;2;Tarif Normal;20.5;87.0
TGV INOUI;DAX;87673202;BIARRITZ;87673400;2;Tarif Réglementé;15.1;15.1
TGV INOUI;LE MANS;87396002;GRENOBLE;87747006;2;Tarif Avantage;17.5;92.0
TGV INOUI;BONNEVILLE;87746339;ANNECY;87746008;2;Tarif Normal;5.1;12.3
TGV INOUI;ARRAS;87342014;ST OMER;87281444;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;FONTAINEBLEAU AVON;87682211;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Normal;20.5;87.0
TGV INOUI;ANNEMASSE;87745497;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Réglementé;12.3;15.4
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;MARNE LA VALLEE CHESSY;87111849;2;Tarif Avantage;17.5;92.0
TGV INOUI;COLMAR;87182014;MULHOUSE VILLE;87182063;2;Tarif Normal;12.3;12.4
TGV INOUI;AVIGNON SUD;87765024;MONTELIMAR GARE SNCF;87764001;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;STRASBOURG;87212027;BEAUNE;87713545;2;Tarif Normal;20.5;87.0
TGV INOUI;LA ROCHELLE VILLE;87485003;NIORT;87485300;2;Tarif Réglementé;12.3;15.4
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;MASSY PALAISEAU;87393579;2;Tarif Avantage;17.5;92.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;TOULON;87755009;2;Tarif Avantage;4.2;12.6
TGV INOUI;AVIGNON TGV;87318964;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;20.5;87.0
TGV INOUI;NANTES;87481002;ST NAZAIRE;87481705;2;Tarif Réglementé;12.3;15.4
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Avantage;17.5;92.0
TGV INOUI;AVIGNON CENTRE;87765008;LE TEIL;87764472;2;Tarif Avantage;4.9;12.6
TGV INOUI;BELLEGARDE GARE;87745000;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ST PIERRE DES CORPS;87571240;TOULOUSE MATABIAU;87611004;2;Tarif Normal;25.5;87.0
TGV INOUI;LE HAVRE;87413013;ROUEN RIVE DROITE;87411017;2;Tarif Avantage;5.7;15.5
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;PARIS GARE DE LYON;87686006;2;Tarif Avantage;17.5;92.0
TGV INOUI;CHATELLERAULT;87575142;ST PIERRE DES CORPS;87571240;2;Tarif Avantage;4.9;12.6
TGV INOUI;BESANCON VIOTTE;87718007;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;FUTUROSCOPE;87324095;2;Tarif Réglementé;65.2;87.4
TGV INOUI;ANNEMASSE;87745497;SALLANCHES-COMBLOUX-MEGEVE;87746438;2;Tarif Normal;6.1;15.5
TGV INOUI;PARIS AUSTERLITZ;87547000;CHATELLERAULT;87575142;2;Tarif Normal;20.5;92.0
TGV INOUI;CAEN;87444000;LISIEUX;87444265;2;Tarif Normal;5.1;12.6
TGV INOUI;BEZIERS;87781005;CARCASSONNE;87615286;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;POITIERS;87575001;2;Tarif Réglementé;65.2;87.4
TGV INOUI;PAU;87672006;TARBES;87671008;2;Tarif Normal;6.1;15.5
TGV INOUI;STRASBOURG;87212027;LYON PERRACHE;87722025;2;Tarif Réglementé;74.9;92.6
TGV INOUI;AVIGNON CENTRE;87765008;MIRAMAS;87753004;2;Tarif Avantage;6.8;12.6
TGV INOUI;BEZIERS;87781005;CASTELNAUDARY;87615039;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;PARIS GARE DE LYON;87686006;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Réglementé;65.2;87.4
TGV INOUI;DOL DE BRETAGNE;87478073;VITRE;87471508;2;Tarif Avantage;6.4;15.5
TGV INOUI;MASSY TGV;87393702;ST MAIXENT DEUX SEVRES;87485490;2;Tarif Réglementé;78.0;92.6
TGV INOUI;QUIMPERLE;87476317;VANNES;87476606;2;Tarif Avantage;9.0;12.6
TGV INOUI;BEZIERS;87781005;PERPIGNAN;87784009;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;PARIS NORD;87271007;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Réglementé;65.2;87.4
TGV INOUI;ARRAS;87342014;VALENCIENNES;87343004;2;Tarif Normal;6.6;15.5
TGV INOUI;PARIS EST;87113001;REMIREMONT;87144451;2;Tarif Réglementé;79.1;92.6
TGV INOUI;RETHEL;87172270;CHARLEVILLE MEZIERES;87172007;2;Tarif Réglementé;12.6;12.6
TGV INOUI;BREST;87474007;PLOUARET TREGOR;87473181;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;BEZIERS;87781005;NANCY;87141002;2;Tarif Avantage;17.5;88.0
TGV INOUI;ANGERS ST LAUD;87484006;NANTES;87481002;2;Tarif Avantage;7.0;15.5
TGV INOUI;MARSEILLE BLANCARDE;87751081;SELESTAT;87214056;2;Tarif Avantage;14.3;93.0
TGV INOUI;MODANE;87742007;ST AVRE - LA CHAMBRE;87741306;2;Tarif Normal;8.7;12.7
TGV INOUI;CAEN;87444000;BERNAY;87444299;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;BORDEAUX ST JEAN;87581009;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Avantage;17.5;88.0
TGV INOUI;BREST;87474007;MORLAIX;87474338;2;Tarif Normal;10.2;15.5
TGV INOUI;MARSEILLE ST CHARLES;87751008;SELESTAT;87214056;2;Tarif Avantage;14.3;93.0
TGV INOUI;LE MANS;87396002;SABLE SUR SARTHE;87396408;2;Tarif Réglementé;12.8;12.8
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;BOURG ST MAURICE;87741793;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DOUAI;87345009;ST MALO;87478107;2;Tarif Avantage;17.5;88.0
TGV INOUI;GUINGAMP;87473207;MORLAIX;87474338;2;Tarif Normal;10.2;15.5
TGV INOUI;MULHOUSE VILLE;87182063;AVIGNON TGV;87318964;2;Tarif Avantage;14.3;93.0
TGV INOUI;AVIGNON TGV;87318964;MONTELIMAR GARE SNCF;87764001;2;Tarif Avantage;4.9;12.9
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LYON PART DIEU;87723197;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MACON VILLE;87725689;CANNES;87757625;2;Tarif Avantage;17.5;88.0
TGV INOUI;PLOUARET TREGOR;87473181;ST BRIEUC;87473009;2;Tarif Normal;10.2;15.5
TGV INOUI;STRASBOURG;87212027;AVIGNON TGV;87318964;2;Tarif Avantage;14.3;93.0
TGV INOUI;CULOZ;87741074;LYON PERRACHE;87722025;2;Tarif Avantage;5.7;12.9
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MELUN;87682005;MARSEILLE BLANCARDE;87751081;2;Tarif Avantage;17.5;88.0
TGV INOUI;COLMAR;87182014;SAVERNE;87212225;2;Tarif Réglementé;15.9;15.9
TGV INOUI;AIX EN PROVENCE TGV;87319012;VENDOME VILLIERS SUR LOIR;87571216;2;Tarif Avantage;17.5;93.0
TGV INOUI;LANDRY;87741777;ALBERTVILLE;87741645;2;Tarif Avantage;6.5;12.9
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;ST JEAN DE MAURIENNE ARVAN;87742320;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MELUN;87682005;MARSEILLE ST CHARLES;87751008;2;Tarif Avantage;17.5;88.0
TGV INOUI;REIMS;87171009;CHALONS EN CHAMPAGNE;87174003;2;Tarif Réglementé;15.9;15.9
TGV INOUI;BREST;87474007;ARRAS;87342014;2;Tarif Avantage;17.5;93.0
TGV INOUI;ONVILLE;87192435;THIONVILLE;87191007;2;Tarif Réglementé;12.9;12.9
TGV INOUI;CHATEAUROUX;87597005;LA SOUTERRAINE;87592378;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;NANCY;87141002;SETE;87773200;2;Tarif Avantage;17.5;88.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;SETE;87773200;2;Tarif Normal;6.1;16.0
TGV INOUI;CULMONT CHALINDREY;87142125;CANNES;87757625;2;Tarif Avantage;17.5;93.0
TGV INOUI;AVIGNON CENTRE;87765008;NANCY;87141002;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;CONFLANS FIN D'OISE;87381459;ROUEN RIVE DROITE;87411017;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;PARIS NORD;87271007;2;Tarif Avantage;17.5;88.0
TGV INOUI;CAEN;87444000;VALOGNES;87447284;2;Tarif Avantage;6.4;16.0
TGV INOUI;LA ROCHELLE VILLE;87485003;ARRAS;87342014;2;Tarif Avantage;17.5;93.0
TGV INOUI;MONTBARD;87713131;MASSY PALAISEAU;87393579;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;CULOZ;87741074;LYON PART DIEU;87723197;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LYON PERRACHE;87722025;NARBONNE;87781104;2;Tarif Normal;20.5;88.0
TGV INOUI;FUTUROSCOPE;87324095;ST PIERRE DES CORPS;87571240;2;Tarif Avantage;6.4;16.0
TGV INOUI;LA ROCHELLE VILLE;87485003;DOUAI;87345009;2;Tarif Avantage;17.5;93.0
TGV INOUI;PARIS AUSTERLITZ;87547000;ROSPORDEN;87474155;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;DAX;87673202;BIGANOS FACTURE;87582478;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;CARCASSONNE;87615286;MARNE LA VALLEE CHESSY;87111849;2;Tarif Avantage;21.0;88.0
TGV INOUI;TOULON;87755009;ST RAPHAEL VALESCURE;87757526;2;Tarif Avantage;6.4;16.0
TGV INOUI;LE MANS;87396002;ANNEMASSE;87745497;2;Tarif Avantage;17.5;93.0
TGV INOUI;QUIMPERLE;87476317;PARIS AUSTERLITZ;87547000;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;DAX;87673202;HENDAYE;87677005;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;GUINGAMP;87473207;DOUAI;87345009;2;Tarif Avantage;21.0;88.0
TGV INOUI;BREST;87474007;PLOUARET TREGOR;87473181;2;Tarif Avantage;11.2;16.0
TGV INOUI;LE MANS;87396002;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Avantage;17.5;93.0
TGV INOUI;CAMBRAI;87345520;ARRAS;87342014;2;Tarif Réglementé;13.2;13.2
TGV INOUI;DAX;87673202;ST JEAN DE LUZ CIBOURE;87677120;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;SENS;87683003;2;Tarif Normal;25.5;88.0
TGV INOUI;BORDEAUX ST JEAN;87581009;ARCACHON;87582668;2;Tarif Normal;15.0;16.0
TGV INOUI;LILLE FLANDRES;87286005;LORIENT;87476002;2;Tarif Avantage;17.5;93.0
TGV INOUI;BEZIERS;87781005;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Avantage;4.9;13.3
TGV INOUI;DIJON VILLE;87713040;AGDE;87781278;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DIJON VILLE;87713040;CAEN;87444000;2;Tarif Réglementé;69.9;88.4
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ROUEN RIVE DROITE;87411017;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LYON PERRACHE;87722025;ST BRIEUC;87473009;2;Tarif Avantage;17.5;93.0
TGV INOUI;ANGERS ST LAUD;87484006;SAUMUR;87487603;2;Tarif Normal;5.1;13.4
TGV INOUI;DIJON VILLE;87713040;AVIGNON CENTRE;87765008;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MACON LOCHE TGV;87725705;PARIS GARE DE LYON;87686006;2;Tarif Réglementé;70.5;88.4
TGV INOUI;AIX EN PROVENCE TGV;87319012;NICE VILLE;87756056;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;MEUSE TGV;87147322;NANTES;87481002;2;Tarif Avantage;17.5;93.0
TGV INOUI;BAYEUX;87444067;CARENTAN;87447243;2;Tarif Normal;5.1;13.4
TGV INOUI;DIJON VILLE;87713040;MONTBARD;87713131;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MACON LOCHE TGV;87725705;PARIS NORD;87271007;2;Tarif Réglementé;70.5;88.4
TGV INOUI;ANGERS ST LAUD;87484006;VANNES;87476606;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;SELESTAT;87214056;2;Tarif Avantage;17.5;93.0
TGV INOUI;HAZEBROUCK;87286302;LENS;87345025;2;Tarif Normal;5.1;13.4
TGV INOUI;DUNKERQUE;87281006;LENS;87345025;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MACON LOCHE TGV;87725705;PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;2;Tarif Réglementé;70.5;88.4
TGV INOUI;AVIGNON CENTRE;87765008;BOURG EN BRESSE;87743005;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;NEUFCHATEAU;87141291;ANTIBES;87757674;2;Tarif Avantage;17.5;93.0
TGV INOUI;ARRAS;87342014;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;5.1;13.5
TGV INOUI;GRENOBLE;87747006;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;PARIS EST;87113001;THIONVILLE;87191007;2;Tarif Réglementé;70.5;88.4
TGV INOUI;AVIGNON CENTRE;87765008;GRENOBLE;87747006;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Avantage;17.5;93.0
TGV INOUI;HAZEBROUCK;87286302;LILLE EUROPE;87223263;2;Tarif Réglementé;13.5;13.5
TGV INOUI;LA ROCHE SUR FORON;87746305;AIX LES BAINS - LE REVARD;87741132;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MULHOUSE VILLE;87182063;CHAMPAGNE-ARDENNE;87171926;2;Tarif Réglementé;75.1;88.4
TGV INOUI;AVIGNON CENTRE;87765008;LYON PERRACHE;87722025;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;NIMES;87775007;2;Tarif Avantage;17.5;93.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;NIMES PONT DU GARD;87703975;2;Tarif Réglementé;13.5;13.5
TGV INOUI;LANNION;87473223;LAMBALLE;87473108;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MASSY PALAISEAU;87393579;THONON LES BAINS;87745646;2;Tarif Avantage;17.5;89.0
TGV INOUI;AVIGNON TGV;87318964;GRENOBLE;87747006;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;LILLE EUROPE;87223263;2;Tarif Normal;20.5;93.0
TGV INOUI;SETE;87773200;NIMES PONT DU GARD;87703975;2;Tarif Avantage;4.9;13.6
TGV INOUI;LENS;87345025;ST OMER;87281444;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;SELESTAT;87214056;NIMES PONT DU GARD;87703975;2;Tarif Avantage;17.5;89.0
TGV INOUI;AVIGNON TGV;87318964;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;MASSY TGV;87393702;FUTUROSCOPE;87324095;2;Tarif Normal;20.5;93.0
TGV INOUI;LUNEVILLE;87141150;SAVERNE;87212225;2;Tarif Avantage;5.6;13.6
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;AIME LA PLAGNE;87741769;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;STRASBOURG;87212027;MASSY TGV;87393702;2;Tarif Avantage;17.5;89.0
TGV INOUI;AVIGNON TGV;87318964;NARBONNE;87781104;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;FUTUROSCOPE;87324095;2;Tarif Normal;20.5;93.0
TGV INOUI;MORCENX;87673103;BAYONNE;87673004;2;Tarif Avantage;5.7;13.6
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;STRASBOURG;87212027;TGV HAUTE PICARDIE;87313882;2;Tarif Avantage;17.5;89.0
TGV INOUI;BESANCON VIOTTE;87718007;LYON PERRACHE;87722025;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;POITIERS;87575001;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Normal;20.5;93.0
TGV INOUI;PAU;87672006;MORCENX;87673103;2;Tarif Avantage;5.7;13.6
TGV INOUI;LILLE FLANDRES;87286005;CALAIS VILLE;87317263;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;ANNEMASSE;87745497;2;Tarif Avantage;17.5;89.0
TGV INOUI;BESANCON VIOTTE;87718007;STRASBOURG;87212027;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;LILLE EUROPE;87223263;2;Tarif Avantage;21.0;93.0
TGV INOUI;LAMBALLE;87473108;RENNES;87471003;2;Tarif Avantage;10.0;13.6
TGV INOUI;LILLE FLANDRES;87286005;NANCY;87141002;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LAVAL;87478404;VALENCE VILLE;87761007;2;Tarif Avantage;18.0;89.0
TGV INOUI;BEZIERS;87781005;VALENCE VILLE;87761007;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LE MANS;87396002;CHAMPAGNE-ARDENNE;87171926;2;Tarif Normal;25.5;93.0
TGV INOUI;BLOIS-CHAMBORD;87574004;ST PIERRE DES CORPS;87571240;2;Tarif Normal;5.1;13.7
TGV INOUI;LILLE FLANDRES;87286005;TGV HAUTE PICARDIE;87313882;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANNEMASSE;87745497;MARSEILLE BLANCARDE;87751081;2;Tarif Normal;20.5;89.0
TGV INOUI;BIARRITZ;87673400;LIBOURNE;87584052;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;AVIGNON CENTRE;87765008;NEUFCHATEAU;87141291;2;Tarif Normal;35.0;93.0
TGV INOUI;CAMBRAI;87345520;ARRAS;87342014;2;Tarif Normal;5.1;13.7
TGV INOUI;LORIENT;87476002;REDON;87471300;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LORRAINE TGV;87142109;PARIS GARE DE LYON;87686006;2;Tarif Normal;20.5;89.0
TGV INOUI;BOURG EN BRESSE;87743005;EVIAN LES BAINS;87745679;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;METZ VILLE;87192039;LYON PART DIEU;87723197;2;Tarif Réglementé;75.9;93.6
TGV INOUI;QUIMPERLE;87476317;AURAY;87476200;2;Tarif Réglementé;13.7;13.7
TGV INOUI;LORRAINE TGV;87142109;SAVERNE;87212225;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;BELLEGARDE GARE;87745000;2;Tarif Normal;20.5;89.0
TGV INOUI;BOURG EN BRESSE;87743005;MONTBELIARD VILLE;87184523;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;METZ VILLE;87192039;LYON PERRACHE;87722025;2;Tarif Réglementé;75.9;93.6
TGV INOUI;AVIGNON CENTRE;87765008;MONTELIMAR GARE SNCF;87764001;2;Tarif Avantage;4.9;14.0
TGV INOUI;LUNEVILLE;87141150;SAVERNE;87212225;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;METZ VILLE;87192039;PARIS NORD;87271007;2;Tarif Normal;20.5;89.0
TGV INOUI;BOURG EN BRESSE;87743005;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;AVIGNON CENTRE;87765008;ECOLE VALENTIN;87710731;2;Tarif Réglementé;76.1;93.6
TGV INOUI;VITRY LE FRANCOIS GARE;87174276;BAR LE DUC;87175042;2;Tarif Normal;5.1;14.0
TGV INOUI;LYON PART DIEU;87723197;MACON LOCHE TGV;87725705;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;NANCY;87141002;PARIS GARE DE LYON;87686006;2;Tarif Normal;20.5;89.0
TGV INOUI;BOURG ST MAURICE;87741793;BOURG EN BRESSE;87743005;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;ANNECY;87746008;2;Tarif Réglementé;76.1;93.6
TGV INOUI;BOURG EN BRESSE;87743005;LONS LE SAUNIER;87718239;2;Tarif Normal;6.1;14.0
TGV INOUI;LYON PERRACHE;87722025;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ECOLE VALENTIN;87710731;2;Tarif Normal;34.0;89.0
TGV INOUI;BREST;87474007;RENNES;87471003;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NANTES;87481002;2;Tarif Réglementé;78.0;93.6
TGV INOUI;EVREUX  NORMANDIE;87387001;BERNAY;87444299;2;Tarif Normal;6.1;14.0
TGV INOUI;LYON PERRACHE;87722025;VALENCE VILLE;87761007;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;ROUEN RIVE DROITE;87411017;2;Tarif Avantage;35.0;89.0
TGV INOUI;CHATELLERAULT;87575142;LIBOURNE;87584052;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LE CROISIC;87481788;PARIS AUSTERLITZ;87547000;2;Tarif Réglementé;78.0;93.6
TGV INOUI;AGEN;87586008;LIBOURNE;87584052;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;MACON LOCHE TGV;87725705;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DIJON VILLE;87713040;NIMES PONT DU GARD;87703975;2;Tarif Réglementé;70.5;89.4
TGV INOUI;CHERBOURG;87444877;BERNAY;87444299;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LE POULIGUEN;87481762;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;78.0;93.6
TGV INOUI;AIX EN PROVENCE TGV;87319012;AVIGNON TGV;87318964;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;MACON VILLE;87725689;LYON PART DIEU;87723197;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;PARIS EST;87113001;BOURG EN BRESSE;87743005;2;Tarif Réglementé;70.9;89.4
TGV INOUI;DIJON VILLE;87713040;BELFORT VILLE;87184002;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LE POULIGUEN;87481762;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Réglementé;78.0;93.6
TGV INOUI;AIX EN PROVENCE TGV;87319012;LES ARCS DRAGUIGNAN;87755447;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;HYERES;87755629;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AVIGNON CENTRE;87765008;NEUFCHATEAU;87141291;2;Tarif Réglementé;72.0;89.4
TGV INOUI;DIJON VILLE;87713040;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LES SABLES D'OLONNE;87486449;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Réglementé;78.0;93.6
TGV INOUI;ALBERTVILLE;87741645;BOURG EN BRESSE;87743005;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;METZ VILLE;87192039;MEUSE TGV;87147322;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AVIGNON TGV;87318964;CULMONT CHALINDREY;87142125;2;Tarif Réglementé;72.0;89.4
TGV INOUI;DIJON VILLE;87713040;MASSY PALAISEAU;87393579;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;MASSY TGV;87393702;NANTES;87481002;2;Tarif Réglementé;78.0;93.6
