Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;TOURS;87571000;ANGOULEME;87583005;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;TOURS;87571000;NIORT;87485300;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;TOURS;87571000;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;BELLEGARDE GARE;87745000;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;SETE;87773200;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;VALENCE VILLE;87761007;CHALON SUR SAONE;87725002;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;VALENCE VILLE;87761007;NARBONNE;87781104;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;VITRY LE FRANCOIS GARE;87174276;PARIS EST;87113001;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;RETHEL;87172270;SEDAN;87172254;2;Tarif Réglementé;12.3;16.4
TGV INOUI;DUNKERQUE;87281006;BETHUNE;87342006;2;Tarif Réglementé;16.4;16.4
TGV INOUI;HAZEBROUCK;87286302;ARRAS;87342014;2;Tarif Réglementé;16.4;16.4
TGV INOUI;MOUCHARD;87718833;MONTBELIARD VILLE;87184523;2;Tarif Réglementé;16.4;16.4
TGV INOUI;DIJON VILLE;87713040;CHALON SUR SAONE;87725002;2;Tarif Normal;6.1;16.5
TGV INOUI;ANCENIS;87481192;PORNICHET;87481747;2;Tarif Avantage;6.4;16.5
TGV INOUI;BELLEGARDE GARE;87745000;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Avantage;6.4;16.5
TGV INOUI;LE POULIGUEN;87481762;ANCENIS;87481192;2;Tarif Avantage;6.4;16.5
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;ORANGE;87765107;2;Tarif Avantage;6.4;16.5
TGV INOUI;DUNKERQUE;87281006;BETHUNE;87342006;2;Tarif Normal;7.1;16.5
TGV INOUI;VITRY LE FRANCOIS GARE;87174276;REIMS;87171009;2;Tarif Normal;7.1;16.5
TGV INOUI;REDON;87471300;VITRE;87471508;2;Tarif Avantage;7.8;16.5
TGV INOUI;CHATELLERAULT;87575142;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;16.0;16.9
TGV INOUI;DIJON VILLE;87713040;CULMONT CHALINDREY;87142125;2;Tarif Réglementé;16.9;16.9
TGV INOUI;AVIGNON CENTRE;87765008;NIMES;87775007;2;Tarif Normal;7.1;17.0
TGV INOUI;DIJON VILLE;87713040;CULMONT CHALINDREY;87142125;2;Tarif Normal;7.1;17.0
TGV INOUI;LENS;87345025;ST OMER;87281444;2;Tarif Normal;7.1;17.0
TGV INOUI;NICE VILLE;87756056;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;10.0;17.0
TGV INOUI;LANDRY;87741777;VANNES;87476606;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;LORIENT;87476002;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;SALLANCHES-COMBLOUX-MEGEVE;87746438;AURAY;87476200;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;LORIENT;87476002;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;VALOGNES;87447284;1;Tarif Normal;22.5;111.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;BOURG EN BRESSE;87743005;2;Tarif Normal;7.1;17.5
TGV INOUI;AGEN;87586008;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;24.5;111.0
TGV INOUI;BEZIERS;87781005;CASTELNAUDARY;87615039;2;Tarif Avantage;7.8;17.5
TGV INOUI;DIJON VILLE;87713040;CHERBOURG;87444877;1;Tarif Réglementé;111.0;111.0
TGV INOUI;LYON PART DIEU;87723197;MOUCHARD;87718833;2;Tarif Avantage;7.8;17.5
TGV INOUI;MULHOUSE VILLE;87182063;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Réglementé;111.0;111.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MOUCHARD;87718833;2;Tarif Avantage;7.8;17.5
TGV INOUI;AVIGNON TGV;87318964;BESANCON - F COMTE TGV;87300863;1;Tarif Avantage;17.0;112.0
TGV INOUI;TOURS;87571000;LES AUBRAIS;87543017;2;Tarif Avantage;7.8;17.5
TGV INOUI;DOL DE BRETAGNE;87478073;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Avantage;17.0;112.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;BERNAY;87444299;2;Tarif Avantage;7.8;17.5
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;ST MALO;87478107;1;Tarif Avantage;17.0;112.0
TGV INOUI;BEZIERS;87781005;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Réglementé;13.3;17.5
TGV INOUI;MACON VILLE;87725689;PERPIGNAN;87784009;1;Tarif Avantage;21.5;112.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;EVREUX  NORMANDIE;87387001;2;Tarif Réglementé;17.5;17.5
TGV INOUI;COLMAR;87182014;MEUSE TGV;87147322;1;Tarif Normal;22.5;112.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;TOULON;87755009;2;Tarif Normal;6.1;18.0
TGV INOUI;AGEN;87586008;NIMES;87775007;1;Tarif Normal;24.5;112.0
TGV INOUI;AVIGNON CENTRE;87765008;LE TEIL;87764472;2;Tarif Normal;7.1;18.0
TGV INOUI;LYON PART DIEU;87723197;NEUFCHATEAU;87141291;1;Tarif Normal;24.5;112.0
TGV INOUI;CHATELLERAULT;87575142;ST PIERRE DES CORPS;87571240;2;Tarif Normal;7.1;18.0
TGV INOUI;LYON PERRACHE;87722025;NEUFCHATEAU;87141291;1;Tarif Normal;24.5;112.0
TGV INOUI;GRENOBLE;87747006;AIX LES BAINS - LE REVARD;87741132;2;Tarif Normal;7.1;18.0
TGV INOUI;MACON VILLE;87725689;TOUL;87141044;1;Tarif Normal;24.5;112.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;BOURG EN BRESSE;87743005;2;Tarif Avantage;8.6;18.0
TGV INOUI;CULMONT CHALINDREY;87142125;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;112.0;112.0
TGV INOUI;QUIMPERLE;87476317;VANNES;87476606;2;Tarif Normal;12.9;18.0
TGV INOUI;LYON PERRACHE;87722025;NARBONNE;87781104;1;Tarif Réglementé;112.0;112.0
TGV INOUI;AGEN;87586008;NARBONNE;87781104;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MOUCHARD;87718833;MARNE LA VALLEE CHESSY;87111849;1;Tarif Réglementé;112.0;112.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;LYON PERRACHE;87722025;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;VALENCE VILLE;87761007;TOULOUSE MATABIAU;87611004;1;Tarif Réglementé;112.0;112.0
TGV INOUI;ANGERS ST LAUD;87484006;MORLAIX;87474338;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AGDE;87781278;BEAUNE;87713545;1;Tarif Avantage;17.0;113.0
TGV INOUI;ANGERS ST LAUD;87484006;PARIS AUSTERLITZ;87547000;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;THIONVILLE;87191007;1;Tarif Avantage;17.0;113.0
TGV INOUI;ANGERS ST LAUD;87484006;QUIMPER;87474098;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BORDEAUX ST JEAN;87581009;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Avantage;20.5;113.0
TGV INOUI;ANGOULEME;87583005;ORTHEZ;87672253;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;STRASBOURG;87212027;BOURG EN BRESSE;87743005;1;Tarif Normal;24.5;113.0
TGV INOUI;ANGOULEME;87583005;VENDOME VILLIERS SUR LOIR;87571216;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AVIGNON CENTRE;87765008;NICE VILLE;87756056;1;Tarif Normal;29.5;113.0
TGV INOUI;ANNEMASSE;87745497;AVIGNON CENTRE;87765008;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;HENDAYE;87677005;ANGOULEME;87583005;1;Tarif Normal;29.5;113.0
TGV INOUI;ARLES;87753657;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ORTHEZ;87672253;POITIERS;87575001;1;Tarif Normal;29.5;113.0
TGV INOUI;AVIGNON CENTRE;87765008;NICE VILLE;87756056;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AVIGNON CENTRE;87765008;CHALON SUR SAONE;87725002;1;Tarif Normal;34.0;113.0
TGV INOUI;AVIGNON SUD;87765024;MONTELIMAR GARE SNCF;87764001;2;Tarif Réglementé;18.0;18.0
TGV INOUI;NIMES;87775007;TOUL;87141044;1;Tarif Réglementé;113.2;113.2
TGV INOUI;AVIGNON TGV;87318964;MACON LOCHE TGV;87725705;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS GARE DE LYON;87686006;TOUL;87141044;1;Tarif Réglementé;113.2;113.2
TGV INOUI;BESANCON VIOTTE;87718007;LONS LE SAUNIER;87718239;2;Tarif Réglementé;18.0;18.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;ANTIBES;87757674;1;Tarif Réglementé;113.2;113.2
TGV INOUI;BESANCON VIOTTE;87718007;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LORRAINE TGV;87142109;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Avantage;21.5;114.0
TGV INOUI;BEZIERS;87781005;MARSEILLE BLANCARDE;87751081;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;STRASBOURG;87212027;BOURG ST MAURICE;87741793;1;Tarif Avantage;21.5;114.0
TGV INOUI;BIGANOS FACTURE;87582478;FUTUROSCOPE;87324095;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LYON PART DIEU;87723197;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;24.5;114.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;MACON LOCHE TGV;87725705;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;BORDEAUX ST JEAN;87581009;ST PIERRE DES CORPS;87571240;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;24.5;114.0
TGV INOUI;ST NAZAIRE;87481705;ST PIERRE DES CORPS;87571240;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;BREST;87474007;ALBERTVILLE;87741645;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ECOLE VALENTIN;87710731;1;Tarif Réglementé;114.2;114.2
TGV INOUI;STRASBOURG;87212027;MEUSE TGV;87147322;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;BREST;87474007;BOURG ST MAURICE;87741793;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LIMOGES BENEDICTINS;87592006;MARNE LA VALLEE CHESSY;87111849;1;Tarif Réglementé;114.2;114.2
TGV INOUI;SURGERES;87485227;ST PIERRE DES CORPS;87571240;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;BESANCON - F COMTE TGV;87300863;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MASSY TGV;87393702;RUFFEC CHARENTE;87583849;1;Tarif Avantage;17.0;115.0
TGV INOUI;TOULON;87755009;MONTELIMAR GARE SNCF;87764001;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;REMIREMONT;87144451;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;REDON;87471300;1;Tarif Avantage;17.0;115.0
TGV INOUI;TOULON;87755009;VALENCE VILLE;87761007;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;TGV HAUTE PICARDIE;87313882;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;RUFFEC CHARENTE;87583849;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Avantage;17.0;115.0
TGV INOUI;TOURCOING;87286542;PARIS GARE DE LYON;87686006;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;CHATEAUROUX;87597005;JUVISY;87545244;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LE CROISIC;87481788;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Avantage;20.5;115.0
TGV INOUI;TOURS;87571000;LA ROCHELLE VILLE;87485003;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;CROIX WASQUEHAL;87286716;PARIS GARE DE LYON;87686006;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MASSY TGV;87393702;LES SABLES D'OLONNE;87486449;1;Tarif Avantage;20.5;115.0
TGV INOUI;TOURS;87571000;MASSY TGV;87393702;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;CROIX WASQUEHAL;87286716;PARIS NORD;87271007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PORNICHET;87481747;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Avantage;20.5;115.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;BEAUNE;87713545;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;DAX;87673202;ANGOULEME;87583005;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;DIJON VILLE;87713040;METZ VILLE;87192039;1;Tarif Normal;22.5;115.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;HYERES;87755629;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;DOLE VILLE;87713412;MASSY TGV;87393702;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CHERBOURG;87444877;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;24.5;115.0
TGV INOUI;VALENCE VILLE;87761007;BELLEGARDE GARE;87745000;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;FUTUROSCOPE;87324095;MARMANDE;87586545;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MACON VILLE;87725689;MARSEILLE ST CHARLES;87751008;1;Tarif Réglementé;115.2;115.2
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;GRENOBLE;87747006;MARSEILLE BLANCARDE;87751081;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MELUN;87682005;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Réglementé;115.2;115.2
TGV INOUI;ANCENIS;87481192;ST NAZAIRE;87481705;2;Tarif Avantage;6.4;16.5
TGV INOUI;GRENOBLE;87747006;MARSEILLE ST CHARLES;87751008;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CHALON SUR SAONE;87725002;SETE;87773200;1;Tarif Avantage;17.0;116.0
TGV INOUI;CLUSES  74;87746370;AIX LES BAINS - LE REVARD;87741132;2;Tarif Avantage;6.4;16.5
TGV INOUI;HAZEBROUCK;87286302;PARIS NORD;87271007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LUNEVILLE;87141150;PARIS NORD;87271007;1;Tarif Avantage;17.0;116.0
TGV INOUI;NIMES;87775007;AGDE;87781278;2;Tarif Avantage;6.4;16.5
TGV INOUI;LA BAULE ESCOUBLAC;87481754;ST PIERRE DES CORPS;87571240;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MASSY TGV;87393702;GUINGAMP;87473207;1;Tarif Avantage;17.0;116.0
TGV INOUI;TOURS;87571000;POITIERS;87575001;2;Tarif Avantage;6.4;16.5
TGV INOUI;LANDRY;87741777;MORLAIX;87474338;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MASSY TGV;87393702;PLOUARET TREGOR;87473181;1;Tarif Avantage;17.0;116.0
TGV INOUI;VALENCE VILLE;87761007;ORANGE;87765107;2;Tarif Avantage;6.4;16.5
TGV INOUI;LANDRY;87741777;QUIMPER;87474098;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS AUSTERLITZ;87547000;VANNES;87476606;1;Tarif Avantage;17.0;116.0
TGV INOUI;AVIGNON TGV;87318964;MIRAMAS;87753004;2;Tarif Normal;7.1;16.5
TGV INOUI;LAVAL;87478404;NIMES PONT DU GARD;87703975;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;VANNES;87476606;1;Tarif Avantage;17.0;116.0
TGV INOUI;GROISY THORENS LA CAILLE;87746248;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Normal;7.1;16.5
TGV INOUI;LE CROISIC;87481788;ST PIERRE DES CORPS;87571240;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LORIENT;87476002;PARIS AUSTERLITZ;87547000;1;Tarif Avantage;18.5;116.0
TGV INOUI;DAX;87673202;BIGANOS FACTURE;87582478;2;Tarif Avantage;7.8;16.5
TGV INOUI;LE MANS;87396002;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LORIENT;87476002;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Avantage;18.5;116.0
TGV INOUI;FONTAINEBLEAU AVON;87682211;LAROCHE MIGENNES;87683268;2;Tarif Avantage;7.8;16.5
TGV INOUI;LE MANS;87396002;LA ROCHE SUR YON;87486019;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LORIENT;87476002;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Avantage;18.5;116.0
TGV INOUI;LORIENT;87476002;QUIMPER;87474098;2;Tarif Normal;10.2;16.5
TGV INOUI;LE MANS;87396002;PORNICHET;87481747;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;SAVENAY;87481838;1;Tarif Avantage;20.5;116.0
TGV INOUI;ROSPORDEN;87474155;VANNES;87476606;2;Tarif Avantage;12.2;16.5
TGV INOUI;LE MANS;87396002;VANNES;87476606;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MASSY TGV;87393702;SAVENAY;87481838;1;Tarif Avantage;20.5;116.0
TGV INOUI;MULHOUSE VILLE;87182063;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Réglementé;13.2;16.9
TGV INOUI;LOURDES;87671339;LIBOURNE;87584052;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ANGERS ST LAUD;87484006;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Avantage;21.5;116.0
TGV INOUI;DIJON VILLE;87713040;MONTBARD;87713131;2;Tarif Réglementé;16.9;16.9
TGV INOUI;LYON PART DIEU;87723197;BOURG EN BRESSE;87743005;2;Tarif Réglementé;18.0;18.0
TGV INOUI;LE POULIGUEN;87481762;LILLE EUROPE;87223263;1;Tarif Avantage;21.5;116.0
TGV INOUI;AVIGNON TGV;87318964;NIMES;87775007;2;Tarif Normal;7.1;17.0
TGV INOUI;LYON PART DIEU;87723197;MARSEILLE BLANCARDE;87751081;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LYON PART DIEU;87723197;CHATELLERAULT;87575142;1;Tarif Avantage;21.5;116.0
TGV INOUI;CAEN;87444000;CARENTAN;87447243;2;Tarif Normal;7.1;17.0
TGV INOUI;LYON PART DIEU;87723197;MIRAMAS;87753004;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LYON PART DIEU;87723197;TOULOUSE MATABIAU;87611004;1;Tarif Avantage;21.5;116.0
TGV INOUI;RETHEL;87172270;SEDAN;87172254;2;Tarif Normal;7.1;17.0
TGV INOUI;LYON PART DIEU;87723197;NIMES PONT DU GARD;87703975;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LYON PERRACHE;87722025;FUTUROSCOPE;87324095;1;Tarif Avantage;21.5;116.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;CLUSES  74;87746370;2;Tarif Avantage;7.8;17.0
TGV INOUI;LYON PERRACHE;87722025;ECOLE VALENTIN;87710731;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LYON PERRACHE;87722025;NICE VILLE;87756056;1;Tarif Avantage;21.5;116.0
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Avantage;7.8;17.0
TGV INOUI;LYON PERRACHE;87722025;NEUFCHATEAU;87141291;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;NIORT;87485300;TGV HAUTE PICARDIE;87313882;1;Tarif Avantage;21.5;116.0
TGV INOUI;MONTBARD;87713131;BEAUNE;87713545;2;Tarif Avantage;7.8;17.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;BESANCON - F COMTE TGV;87300863;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ST NAZAIRE;87481705;DOUAI;87345009;1;Tarif Avantage;21.5;116.0
TGV INOUI;AURAY;87476200;ST MICHEL VALLOIRE;87742361;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;MASSY TGV;87393702;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CARENTAN;87447243;MASSY PALAISEAU;87393579;1;Tarif Normal;22.5;116.0
TGV INOUI;BOURG ST MAURICE;87741793;VANNES;87476606;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;MASSY TGV;87393702;LILLE EUROPE;87223263;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;TOULON;87755009;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;24.5;116.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;SELESTAT;87214056;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;METZ VILLE;87192039;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PAU;87672006;ANGOULEME;87583005;1;Tarif Normal;29.5;116.0
TGV INOUI;CLUSES  74;87746370;AURAY;87476200;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;METZ VILLE;87192039;MULHOUSE VILLE;87182063;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;DIJON VILLE;87713040;AGDE;87781278;1;Tarif Avantage;33.0;116.0
TGV INOUI;LAVAL;87478404;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;METZ VILLE;87192039;PARIS NORD;87271007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;NIMES;87775007;NEUFCHATEAU;87141291;1;Tarif Réglementé;116.2;116.2
TGV INOUI;LORIENT;87476002;AIME LA PLAGNE;87741769;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;SETE;87773200;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS GARE DE LYON;87686006;BOURG EN BRESSE;87743005;1;Tarif Avantage;17.0;117.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;VANNES;87476606;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;QUIMPER;87474098;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;TOURS;87571000;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;17.0;117.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;CHATELLERAULT;87575142;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;MULHOUSE VILLE;87182063;THIONVILLE;87191007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LORIENT;87476002;TGV HAUTE PICARDIE;87313882;1;Tarif Avantage;21.5;117.0
TGV INOUI;POITIERS;87575001;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;NANCY;87141002;PARIS EST;87113001;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Normal;24.5;117.0
TGV INOUI;VANNES;87476606;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;NIMES;87775007;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;COLMAR;87182014;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Normal;26.5;117.0
TGV INOUI;VANNES;87476606;ST MICHEL VALLOIRE;87742361;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;ONVILLE;87192435;PARIS EST;87113001;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;TOURS;87571000;LILLE EUROPE;87223263;1;Tarif Avantage;33.0;117.0
TGV INOUI;MODANE;87742007;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Avantage;6.3;17.5
TGV INOUI;ONVILLE;87192435;PARIS GARE DE LYON;87686006;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LE POULIGUEN;87481762;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Avantage;35.0;117.0
TGV INOUI;LES SABLES D'OLONNE;87486449;NANTES;87481002;2;Tarif Avantage;6.4;17.5
TGV INOUI;ONVILLE;87192435;PARIS NORD;87271007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;ARRAS;87342014;1;Tarif Réglementé;117.2;117.2
TGV INOUI;LYON PART DIEU;87723197;BOURG EN BRESSE;87743005;2;Tarif Normal;7.1;17.5
